+------------+--------------+------------+----------------------------+
| Дата   | Начало | Конец | Предмет             |
|          1 | Иван           | Петров     | 2016-10-02 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-02 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-02 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-02 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-02 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-03 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-03 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-03 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-03 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-03 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-03 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-03 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-03 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-03 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-03 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-03 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-03 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-03 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-03 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-03 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-03 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-03 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-03 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-03 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-06 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-06 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-06 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-06 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-06 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-06 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-06 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-06 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-06 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-06 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-10-06 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-06 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-06 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-06 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-06 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-06 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-10-06 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-10-06 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-10-06 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-10-07 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-07 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-10-07 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-10-07 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-10-07 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-10-07 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-07 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-07 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-07 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-07 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-07 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-07 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-07 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-07 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-07 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-08 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-08 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-08 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-08 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-08 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-08 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-08 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-08 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-08 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-08 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-08 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-08 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-08 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-08 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-08 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-10-08 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-08 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-08 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-08 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-08 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-08 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-08 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-10-08 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-10-08 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-10-08 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-09 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-09 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-09 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-09 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-09 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-09 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-09 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-09 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-09 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-09 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-09 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-09 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-09 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-09 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-10 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-10 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-10 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-10 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-10 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-10 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-10 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-10 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-10 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-10 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-10 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-10 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-10 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-10 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-10 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-10 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-10 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-10 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-10 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-13 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-13 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-13 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-13 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-13 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-13 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-13 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-13 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-13 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-13 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-10-13 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-13 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-13 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-13 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-13 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-13 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-10-13 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-10-13 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-10-13 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-10-14 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-14 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-10-14 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-10-14 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-10-14 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-10-14 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-14 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-14 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-14 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-14 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-14 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-14 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-14 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-14 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-14 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-15 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-15 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-15 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-15 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-15 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-15 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-15 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-15 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-15 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-15 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-15 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-15 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-15 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-15 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-15 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-10-15 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-15 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-15 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-15 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-15 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-15 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-15 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-10-15 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-10-15 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-10-15 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-16 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-16 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-16 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-16 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-16 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-16 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-16 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-16 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-16 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-16 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-16 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-16 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-16 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-16 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-17 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-17 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-17 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-17 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-17 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-17 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-17 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-17 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-17 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-17 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-17 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-17 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-17 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-17 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-17 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-17 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-17 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-17 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-17 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-20 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-20 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-20 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-20 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-20 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-20 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-20 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-20 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-20 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-20 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-10-20 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-20 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-20 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-20 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-20 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-20 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-10-20 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-10-20 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-10-20 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-10-21 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-21 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-10-21 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-10-21 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-10-21 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-10-21 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-21 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-21 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-21 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-21 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-21 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-21 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-21 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-21 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-21 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-22 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-22 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-22 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-22 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-22 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-22 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-22 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-22 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-22 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-22 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-22 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-22 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-22 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-22 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-22 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-10-22 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-22 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-22 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-22 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-22 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-22 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-22 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-10-22 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-10-22 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-10-22 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-23 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-23 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-23 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-23 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-23 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-23 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-23 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-23 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-23 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-23 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-23 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-23 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-23 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-23 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-24 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-24 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-24 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-24 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-24 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-24 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-24 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-24 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-24 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-24 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-24 | 11:50:00     | 13:20:00   | Биология           |
